name,unit_name,image_ipfs_cid,has_clawback,has_freeze,total_supply,decimals,description,metadata_property_Initial_Supply,metadata_property_Conversation,metadata_property_Duration_in_seconds,metadata_property_Media_Type,mime_type,filters_collection,filters_artist
MIDSOMAR 40,HMS_40,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/40_midsomar_compressed.mp4,N,N,37,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",37,transformation,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 41,HMS_41,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/41_midsomar_compressed.mp4,N,N,36,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",36,our house one winter,13,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 42,HMS_42,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/42_midsomar_compressed.mp4,N,N,35,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",35,jump like a new person,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 43,HMS_43,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/43_midsomar_compressed.mp4,N,N,34,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",34,tradition,7,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 44,HMS_44,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/44_midsomar_compressed.mp4,N,N,33,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",33,one night you were free,7,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 45,HMS_45,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/45_midsomar_compressed.mp4,N,N,32,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",32,...,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 46,HMS_46,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/46_midsomar_compressed.mp4,N,N,31,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",31,yes,7,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 47,HMS_47,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/47_midsomar_compressed.mp4,N,N,30,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",30,wine monopoly,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 48,HMS_48,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/48_midsomar_compressed.mp4,N,N,29,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",29,stay one day or 32 hours,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 49,HMS_49,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/49_midsomar_compressed.mp4,N,N,28,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",28,are you this?,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 50,HMS_50,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/50_midsomar_compressed.mp4,N,N,27,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",27,...,7,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 51,HMS_51,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/51_midsomar_compressed.mp4,N,N,26,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",26,...,7,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 52,HMS_52,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/52_midsomar_compressed.mp4,N,N,25,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",25,we sit in silence,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 53,HMS_53,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/53_midsomar_compressed.mp4,N,N,24,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",24,i was not surprised,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 54,HMS_54,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/54_midsomar_compressed.mp4,N,N,23,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",23,happy birthday mr. president,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 55,HMS_55,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/55_midsomar_compressed.mp4,N,N,22,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",22,i don’t believe you'll be serious,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 56,HMS_56,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/56_midsomar_compressed.mp4,N,N,21,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",21,...,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 57,HMS_57,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/57_midsomar_compressed.mp4,N,N,20,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",20,why don't you ever remember,13,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 58,HMS_58,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/58_midsomar_compressed.mp4,N,N,19,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",19,okay,7,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 59,HMS_59,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/59_midsomar_compressed.mp4,N,N,18,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",18,another event,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 60,HMS_60,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/60_midsomar_compressed.mp4,N,N,17,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",17,...,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 61,HMS_61,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/61_midsomar_compressed.mp4,N,N,16,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",16,...,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 62,HMS_62,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/62_midsomar_compressed.mp4,N,N,15,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",15,...,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 63,HMS_63,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/63_midsomar_compressed.mp4,N,N,14,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",14,...,7,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 64,HMS_64,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/64_midsomar_compressed.mp4,N,N,13,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",13,...,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 65,HMS_65,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/65_midsomar_compressed.mp4,N,N,12,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",12,...,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 66,HMS_66,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/66_midsomar_compressed.mp4,N,N,11,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",11,...,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 67,HMS_67,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/67_midsomar_compressed.mp4,N,N,10,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",10,do as you want,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 68,HMS_68,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/68_midsomar_compressed.mp4,N,N,9,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",9,...,7,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 69,HMS_69,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/69_midsomar_compressed.mp4,N,N,8,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",8,...,11,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 70,HMS_70,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/70_midsomar_compressed.mp4,N,N,7,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",7,...,7,moving image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 71,HMS_71,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/71_midsomar_compressed.mp4,N,N,6,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",6,...,3,still image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 72,HMS_72,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/72_midsomar_compressed.mp4,N,N,5,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",5,...,3,still image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 73,HMS_73,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/73_midsomar_compressed.mp4,N,N,4,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",4,...,3,still image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 74,HMS_74,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/74_midsomar_compressed.mp4,N,N,3,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",3,...,3,still image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 75,HMS_75,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/75_midsomar_compressed.mp4,N,N,2,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",2,...,3,still image,video/mp4,MIDSOMAR_PN4,Hampelman
MIDSOMAR 76,HMS_76,bafybeifrxhtel4v7szmctnmz5pdw2yqsrod2qumsr5rjkdr3tgrft6wk2y/76_midsomar_compressed.mp4,N,N,1,0,"MIDSOMAR.PN4 is an experimental recursive video art project. The series are inspired by math and depict a Midsommar bonfire from the beginning to the end. There are 77 NFTs, indexed from 0 to 76, where 0 has 77 editions (supply), 1 has 76 supply and so on until last NFT 76 with supply of one. Total supply is 3003, a palindrome and a pn4 number with factors of 3x7x11x13. Holders can combine 3, 7, 11 or 13 clips together to receive a longer part of the whole as a new NFT from the creator. The parts used for creating a merged video will be burned.",1,...,3,still image,video/mp4,MIDSOMAR_PN4,Hampelman
, ,,,,,,,,,,,,,
